permit_type,dec_id,permit_issued_to,facility_name,facility_street,facility_city,facility_zip,facility_contact,facility_description,facility_mact,facility_nsps,emission_units,controls,stack_height,pollutants,potential_to_emit,emission_unit_description,process_description,monitoring_type,monitoring_frequency,parameter_monitored,upper_permit_limit,lower_permit_limit
Air Title V Facility,3392200003,NRG BOWLINE LLC,BOWLINE GENERATING STATION,140 SAMSONDALE AVE,WEST HAVERSTRAW,10993,WILLIAM METZGER,,,A,"1-00001, 1-00002, 1-WAWTP",,286,"OXIDES OF NITROGEN, PARTICULATES, SULFUR DIOXIDE, VOC",,,,,,,,
,3392200003,MIRANT BOWLINE LLC,BOWLINE POINT GENERATING STATION,SAMSONDALE AVE,WEST HAVERSTRAW,10993,"MARK LYNCH, VINCENT DEVITA",,,"A, Db, GG",U-00003,"CATALYTIC OXIDATION, DRY LOW NOx BURNER, SELECTIVE CATALYTIC REDUCTION (SCR), STEAM OR WATER INJECTION",286,"AMMONIA, CARBON MONOXIDE, OXIDES OF NITROGEN, PARTICULATES, PM-10, SULFUR (S 035), SULFUR DIOXIDE, SULFURIC ACID, VOC",,,,,,,,
Air State Facility,3392200018,TILCON NEW YORK INC,TILCON QUARRIES HAVERSTRAW PLANT,362 SCRATCHUP RD,HAVERSTRAW,10994,"LEONARD TELLONE, RICHARD RANDLOV",,,,U-00001,FABRIC FILTER,38,"OXIDES OF NITROGEN, PARTICULATES",,,,,,,,
Air State Facility,3392200062,BARR LABORATORIES INC,BARR LABORATORIES,223 QUAKER RD,POMONA,10970,"BARR LABORATORIES INC, JEFFREY GERBER",,,,"A-00001, A-00002","CATALYTIC OXIDATION, FABRIC FILTER, HIGH EFFICIENCY PARTICULATE AIR FILTER, WET SCRUBBER","29, 31, 34, 37, 38, 39, 42, 43","PARTICULATES, VOC",,,,,,,,
Air State Facility,3392200072,NYS DEPT OF HEALTH,HELEN HAYES HOSPITAL,US RTE 9W - W SIDE - AT SOUTHERN VILLAGE LINE,WEST HAVERSTRAW,,JOHN GAGLIARDO,,JJJJJJ,IIII,"F-00001, G-00001, P-00001",,"26, 37, 46, 9",OXIDES OF NITROGEN,,,,,,,,
Air State Facility,3392200097,ROCKLAND COUNTY,HI TOR ANIMAL SHELTER,65 FIREMEN'S MEMORIAL DR,POMONA,10970,"KENNETH R EY, ROBERT H GRUFFI",,,,U--CREM,,20,PARTICULATES,,,,,,,,
Air State Facility,3392200204,ALGONQUIN GAS TRANSMISSION COMPANY,RAMAPO METERING STATION,26 SKY MEADOW RD,HAVERSTRAW,10927,"JASON RUEBECK, REGAN MAYCES",,,,"U-00001, U-00002, U-00003",,"15, 20",,,,,,,,,
Air Title V Facility,3392400025,WYETH HOLDINGS CORP,WYETH PHARMACEUTICALS,401 N MIDDLETOWN RD,PEARL RIVER,10965,ERIC NELSON,,,"A, Dc, GG, Kb","F-00001, F-00002, F-00003, F-00004, F-00005, F-00006, F00005, P-00001, R-00002, R-00003, R-00005, R00002, R00003, R00005, W-00002","ACTIVATED CARBON ADSORPTION, FABRIC FILTER, HIGH EFFICIENCY PARTICULATE AIR FILTER, LOW NOx BURNER, STEAM OR WATER INJECTION, VAPOR RECOVERY SYSTEMS, REFRIGERATED, WET SCRUBBER","100, 101, 102, 103, 104, 113, 114, 116, 12, 120, 127, 16, 171, 25, 40, 42, 50, 54, 55, 57, 60, 64, 88, 95, 97, 98, 99","CARBON MONOXIDE, HAP, OXIDES OF NITROGEN, PARTICULATES, PM-10, VOC",,,,,,,,
Air State Facility,3392400035,NYACK HOSPITAL,NYACK HOSPITAL,160 NORTH MIDLAND AVE,NYACK,10960,MIKE MIKSAD,,,,"U-00001, U-00002, U-00003",,"23, 49, 86","ETHYLENE OXIDE, OXIDES OF NITROGEN",,,,,,,,
Air State Facility,3392400074,CHROMALLOY GAS TURBINE LLC,CHROMALLOY NEW YORK,330 BLAISDELL RD,ORANGEBURG,10962,LEONIE MILLER,,WWWWWW,,"U-00001, U-00002, U-00003, U-00004, U-00005, U-00006, U-00007, U-00008, U-00009","FABRIC FILTER, FLARING, HIGH EFFICIENCY PARTICULATE AIR FILTER, LIQUID FILTRATION SYSTEM, MIST ELIMINATOR, PACKED GAS ABSORPTION SYSTEM, VENTURI, PACKED-GAS ABSORPTION SYSTEM, PAPER FILTER, WET SCRUBBER","19, 22, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38","AMMONIA, CHROMIUM, HYDROGEN CHLORIDE, HYDROGEN FLUORIDE, NICKEL METAL AND INSOLUBLE COMPOUNDS, NITRIC ACID, PARTICULATES, SODIUM HYDROXIDE, VANADIUM",,,,,,,,
Air State Facility,3392400093,NICE PAK PRODUCTS INC,NICE-PAK PRODUCTS,2 NICE-PAK PARK,ORANGEBURG,10962,MICHAEL JACOBS,,,,"U-00001, U-00014, U-00015, U-00016, U-00017, U-00018, U-00019, U-00020, U-00026, U-00027",,"12, 29, 30, 37, 39, 41",VOC,,,,,,,,
Air Title V Facility,3392400173,AVERY DENNISON OFFICE PRODUCTS COMPANY,AVERY DENNISON INFORMATION AND BRAND MGMT DIV,524 ST RTE 303,ORANGEBURG,10962,TONY HARB,,OOOO,,"1-00000, 2-00000, 3-00000, 5-00000","CONSERVATION VENT, FABRIC FILTER, THERMAL OXIDATION, VAPOR RECOVERY SYS(INCL.CONDENSERS,HOODING, OTHER ENCLOSURES)","0, 19, 20, 22, 25, 26, 34","HAP, PARTICULATES, VOC",,,,,,,,
Air Title V Facility,3392400178,NYS OFFICE OF MENTAL HEALTH,ROCKLAND PSYCHIATRIC CENTER,140 OLD ORANGEBURG RD,ORANGEBURG,10962,"A SCOTT BARD, JOHN ROTELLA",,JJJJJJ,"Dc, IIII",0-EU001,,184,"OXIDES OF NITROGEN, PARTICULATES",,,,,,,,
Air State Facility,3392400190,API INDUSTRIES INC,ALUF PLASTICS DIVISION,2 GLENSHAW ST,ORANGEBURG,10962,GABRIEL KAHANA,,,,"0-00001, 0-00002, 0-00003","ACTIVATED CARBON ADSORPTION, PARTICULATE TRAP","15, 26, 60, 65, 71, 8",PARTICULATES,,,,,,,,
Air State Facility,3392400434,BLOOMBERG LP,BLOOMBERG LP,155 CORPORATE DR,ORANGEBURG,,SEAN FOLEY,,,,,,,OXIDES OF NITROGEN,,,,,,,,
Air State Facility,3392600013,NOVARTIS PHARMACEUTICALS CORPORATION,NOVARTIS -SUFFERN PLANT,25 OLD MILL RD,SUFFERN,10901,JOEL M VALVANO,,,Dc,"M-00003, P-00002, U-CMBST","ACTIVATED CARBON ADSORPTION, CATALYTIC AFTERBURNER, FABRIC FILTER, FABRIC FILTER, GAS SCRUBBER (GENERAL,NOT CLASSIFIED), HIGH EFFICIENCY PARTICULATE AIR FILTER, IMPINGEMENT PLATE SCRUBBER, WET SCRUBBER","18, 22, 26, 27, 29, 30, 32, 33, 35, 37, 42, 46, 51, 54, 55, 56, 58, 59, 60, 62, 63, 64, 65, 66","ACETONITRILE, HAP, METHYL ALCOHOL, OXIDES OF NITROGEN, PARTICULATES, VOC",,,,,,,,
Air Title V Facility,3392600041,GOOD SAMARITAN HOSPITAL,GOOD SAMARITAN HOSPITAL,255 LAFAYETTE AVE,SUFFERN,10901,"GOOD SAMARITAN HOSPITAL, ROBERT LAFFERTY",,,,"U-00001, U-00003",,100,OXIDES OF NITROGEN,,,,,,,,
Air Title V Facility,3392600059,AER NY-GEN LLC,ALLIANCE ENERGY- HILLBURN GAS TURBINE FACILITY,6 4TH ST,HILLBURN,10931,GREG SHARLAND,,,,1-00001,,45,"OXIDES OF NITROGEN, SULFUR DIOXIDE",,,,,,,,
Air Title V Facility,3392600134,PAR PHARMACEUTICAL INC,PAR PHARMACEUTICAL INC,1 RAM RIDGE RD,SPRING VALLEY,10977,THOMAS J DEPOTO,,,,"0-0000A, 0-0000B, 0-0000C, 0-0000D, 0-0000E, 0-0000F, 0-0000G, 0-0000H, 0-0000I, 0-0000J, 0-0000K, 0-0000L, 0-0000M, 0-0000N, 0-0000O, 0-0000P, 0-0000Q, 0-0000R, 0-0000S","ACTIVATED CARBON ADSORPTION, DUST COLLECTOR, FABRIC FILTER, HIGH EFFICIENCY PARTICULATE AIR FILTER, WET SCRUBBER","11, 12, 14, 16, 17, 21, 29, 30, 31, 32, 38","METHYL ALCOHOL, PARTICULATES, TOTAL HAP, VOC",,,,,,,,
Air State Facility,3392600184,AVON PRODUCTS INC,AVON PRODUCTS,AVON PLACE|,SUFFERN,10901,WALTER BOGDEWICZ,,,"A, Dc",0-00BLR,,,"CARBON MONOXIDE, OXIDES OF NITROGEN, PARTICULATES, SULFUR DIOXIDE, VOC",,,,,,,,
Air Title V Facility,3392800001,ALGONQUIN GAS TRANSMISSION LLC,ALGONQUIN GAS: STONY POINT COMPRESSOR STA,LINDBERG RD,STONY POINT,10980,VICTORIA L WAGNER,,YYYY,"A, GG, KKKK","R-00001, R-00002, R-00003, R-00004, T-00007, T-00008",,"40, 60, 69",OXIDES OF NITROGEN,,,,,,,,
Air State Facility,3392800009,LIGHTING SERVICES INC,LIGHTING SERVICES,2 KAY FRIES DR,STONY POINT,10980,,,T,,"1-COATI, 1-DEGRE, 1-WHEEL",FABRIC FILTER,"16, 22, 27","CARBON MONOXIDE, FORMALDEHYDE, HAP, OXIDES OF NITROGEN, PARTICULATES, PM-10, SULFUR DIOXIDE, TOLUENE, TRICHLOROETHYLENE, VOC, XYLENE, M, O & P MIXT.",,,,,,,,
Air Title V Facility,3392800030,UNITED STATES GYPSUM COMPANY,STONY POINT FACILITY,70 GRASSY POINT RD,STONY POINT,10980,ALAN ZZIE,,,"OOO, UUU","U-00DUN, U-0BSNV, U-123LP, U-1BDDY, U-2BDDY, U-2STUC, U-BD1KN, U-BD2KN, U-BDSTC, U-OCRSR, U-OO1RM, U-OO2RM, U-OO3RM, U-OOOCB, U-OOOK1, U-OOOK2, U-OOOK3, U-OOOK4, U-OOORD, U-ORECL, U-RDAIR, U-STDST",FABRIC FILTER,"10, 100, 103, 113, 115, 15, 18, 2, 20, 22, 23, 29, 30, 33, 34, 35, 37, 40, 44, 47, 5, 50, 52, 53, 56, 66, 67, 69, 72, 76, 84, 86, 87","OXIDES OF NITROGEN, PARTICULATES",,,,,,,,
Air State Facility,3392800044,GOTHAM INK CORPORATION,GOTHAM INK CORPORATION,19 KAY FRIES DR,STONY POINT,10980,CHRIS CAMPBELL,,,,1-GINY0,FABRIC FILTER,"28, 4","PARTICULATES, VOC",,,,,,,,
Air State Facility,3482800139,NYS DEPT OF CORRECTIONS AND COMMUNITY SUPERVISION,WOODBOURNE CORRECTIONAL FAC,99 PRISON ROAD,WOODBOURNE,12788,"KEITH D RUPERT, RAYMOND CUNNINGHAM",,JJJJJJ,,"0-0MAIN, U-EGEN1",,"15, 20, 48","CARBON DIOXIDE EQUIVALENTS, OXIDES OF NITROGEN, SULFUR DIOXIDE",,,,,,,,
Air State Facility,3483200003,DEDECO INTERNATIONAL INC,DEDECO INTERNATIONAL,11617 ROUTE 97,LONG EDDY,12760,STEVEN M ANTLER,,,,"U-00001, U-00002","FABRIC FILTER, WET SCRUBBER","20, 24, 26, 9",PARTICULATES,,,,,,,,
Air State Facility,3483600032,CALLANAN INDUSTRIES INC,LIBERTY ASPHALT PLANT #75,SHEEHAN RD,LIBERTY,12754,CHARLES A STOKES,,,"A, I, OOO","U-BMHMA, U-MSCRN","DUST SUPPRESSION BY WATER SPRAY, FABRIC FILTER","16, 40","CARBON MONOXIDE, OXIDES OF NITROGEN, PARTICULATES",,,,,,,,
Air State Facility,3483600244,COMPANION MEMORIAL CREMATORIUM INC,COMPANION MEMORIAL CREMATORIUM,667 HARRIS RD,FERNDALE,12734,JACK BODOLOSKY,,,,1-CREM1,,18,PARTICULATES,,,,,,,,
Air State Facility,3484000024,JML QUARRIES INC,JML QUARRIES MASTEN LAKE PLANT,CO RTE 56 (MASTEN LAKE RD),MAMAKATING,12790,KENNETH BOWDREN,,,"A, I, OOO","1-00001, 2-00002, 3-00003","CENTRIFUGAL, DUST SUPPRESSION BY WATER SPRAY, FABRIC FILTER","11, 12, 36","CARBON MONOXIDE, OXIDES OF NITROGEN, PARTICULATES, SULFUR DIOXIDE, VOC",,,,,,,,
"Air State Facility, Mined Land Reclamation",3484000128,METRO RECYCLING & CRUSHING INC,PHILLIPSPORT SAND & GRAVEL BANK,PHILLIPSPORT RD,MAMAKATING,,MARK SERVIDONE,,,,,,,,,,,,,,,
Air State Facility,3484400327,THE RIVER VIEW CEMETERY ASSOCIATION,RIVER VIEW CEMETERY ASSOCIATION INC & CREMATORY,7 PUNCH BOWL RD,ROSCOE,12276,"ROBERT ROWAN, TERRENCE J KELLY",,,,U--CRM1,,16,PARTICULATES,,,,,,,,
Air State Facility,3484600007,CALLANAN INDUSTRIES INC,BRIDGEVILLE QUARRY,158 SULLIVAN RD,BRIDGEVILLE,12701,"CHARLES A STOKES, PETER E ZEH",,,"I, OOO","U-AG001, U-AG002, U-BCH01, U-BCH02","DUST SUPPRESSION BY WATER SPRAY, FABRIC FILTER","10, 30, 38","CARBON MONOXIDE, OXIDES OF NITROGEN, PARTICULATES, SULFUR DIOXIDE, VOC",,,,,,,,
Air State Facility,3484600054,MONTICELLO BLACK TOP CORP,MONTICELLO BLACK TOP CORP,PATIO DR,THOMPSONVILLE,12784,MONTICELLO BLACK TOP CORP,,,"A, I","U-00001, U-00002","FABRIC FILTER, MULTIPLE CYCLONE W/O FLY ASH INJECTION",40,"CARBON MONOXIDE, OXIDES OF NITROGEN, PARTICULATES",,,,,,,,
Air Title V Facility,3484600079,SULLIVAN COUNTY,SULLIVAN COUNTY LANDFILL,91 LANDFILL DR,MONTICELLO,12701,EDWARD P MCANDREW,,AAAA,"A, WWW","1-LFGAS, 2-LEACH",FLARING,"24, 32, 44","HAP, METHANE",,,,,,,,
Air State Facility,3484600120,E TETZ & SONS,MONGAUP VALLEY QUARRY (SLATE HILL S&G),STARLIGHT RD & NYS RTE 17B,THOMPSON,12784,GARY TETZ,,,OOO,"U-00001, U-00002, U-00003, U-00004, U-00005, U-00006, U-00007, U-00012, U-00013, U-00014",WATER CURTAIN,"12, 14, 16, 22, 40","OXIDES OF NITROGEN, SULFUR DIOXIDE",,,,,,,,
Air State Facility,3512200042,DYNO NOBEL INC,DYNO NOBEL INC,161 ULSTER AVE,ULSTER PARK,12487,FRED JARDINICO,,,,"A-00001, B-00001, C-00001",FABRIC FILTER,"1, 10, 11, 12, 120, 13, 14, 15, 16, 2, 20, 26, 3, 5","PARTICULATES, SULFUR DIOXIDE",,,,,,,,
Air State Facility,3512200046,CALLANAN INDUSTRIES INC,CALLANAN INDUSTRIES PORT EWEN FACILITY,325 NEW SALEM RD,PORT EWEN,12466,PETER E ZEH,,,"A, I, OOO","U-AG001, U-BMHMA, U-DMHMA, UDMHMA","DUST SUPPRESSION BY WATER SPRAY, FABRIC FILTER","12, 20, 6","CARBON MONOXIDE, OXIDES OF NITROGEN, PARTICULATES, PM-10, SULFUR DIOXIDE, VOC",,,,,,,,
Air State Facility,3513800024,STATE UNIVERSITY OF NEW YORK,SUNY AT NEW PALTZ,75 S MANHIEM BLVD,NEW PALTZ,12561,DAVID SERINO,,,"Dc, IIII",0-0MAIN,SINGLE CYCLONE,70,"CARBON DIOXIDE EQUIVALENTS, OXIDES OF NITROGEN, SULFUR DIOXIDE",,,,,,,,
Air State Facility,3514400065,METRO RECYCLING & CRUSHING INC,ROCK MOUNTAIN FARMS MINE,QUEENS HIGHWAY,ACCORD,12404,MARK SERVIDONE,,,"A, OOO","A-00001, G-00001",,"14, 15, 16","PARTICULATES, SULFUR DIOXIDE",,,,,,,,
Air Title V Facility,3514800084,NORTHEAST SOLITE CORP,NORTHEAST SOLITE CORPORATION,962 OLD KINGS HWY,MT MARION,12456,IAN LEANING,,,"A, OOO","U-00001, U-00002, U-00003, U-00004, U-00005, U00003","DUST SUPPRESSION BY WATER SPRAY, WET SCRUBBER","70, 80","OXIDES OF NITROGEN, PARTICULATES, SULFUR DIOXIDE",,,,,,,,
Air State Facility,3514800136,DELUXE PACKAGING CORP,DE LUXE PACKAGING CORPORATION,63 NORTH ST,SAUGERTIES,12477,LUC CHOUINARD,,,,"U-00001, U-00002",THERMAL OXIDATION,"30, 37","TOTAL HAP, VOC",,,,,,,,
Air State Facility,3515200004,FAIR-RITE PRODUCTS CORP,FAIR-RITE PRODUCTS CORP,1 COMMERCIAL ROW,WALLKILL,12589,CAROLE U PARKER,,,,"U-KILNS, U-MISCL, U-OVENS",,"10, 12, 14, 23, 24, 29, 30, 31, 32, 33, 35, 36, 38",PARTICULATES,,,,,,,,
Air State Facility,3515200100,NYS DEPT OF CORRECTIONS AND COMMUNITY SUPERVISION,WALLKILL/SHAWANGUNK CORRECTIONAL FACILITY,50 MCKENDRICK RD & 200 QUICK RD,WALLKILL,12589,ERIC GREPPO,,ZZZZ,,"0-0MAIN, 1-GENER",,"15, 65","OXIDES OF NITROGEN, PARTICULATES, SULFUR DIOXIDE",,,,,,,,
Air State Facility,3515400133,CALLANAN INDUSTRIES INC,CALLANAN-EAST KINGSTON QUARRY & ASPHALT,"ST RTE 32 - E SIDE @ E KINGSTON QUARRY, 677 FLATBUSH RD",EAST KINGSTON,12401,"CHARLES A STOKES, PETER E ZEH",,,"I, OOO","U-AG001, U-AG002, U-BCH01, U-DRUM1",DUST SUPPRESSION BY WATER SPRAY,"0, 10, 12, 21","CARBON MONOXIDE, OXIDES OF NITROGEN, PARTICULATES, SULFUR DIOXIDE, VOC",,,,,,,,
Air State Facility,3515600053,NYS DEPT OF CORRECTIONAL SERVICES,NYS EASTERN/ULSTER CORRECTIONAL FACILITY,INSTITUTION RD,NAPANOCH,12458,"JAMES JOHNSON, KEITH D RUPERT",,,"Dc, IIII","0-0MAIN, 2-GENER",,"11, 146, 8","CARBON MONOXIDE, OXIDES OF NITROGEN, SULFUR DIOXIDE, VOC",,,,,,,,
Air State Facility,3515800043,AMETEK INC,AMETEK ROTRON TECHNICAL MOTOR DIVISION,55 HASBROUCK LN,WOODSTOCK,12498,ARISTOTELIS KASSIMIS,,"HHHHHH, JJJJJJ",,"0-00B10, 1-OTHER, 1-PAINT, 1PAINT, 4-OTHER, 4-PAINT, 4PAINT",MAT OR PANEL FILTER,"10, 12, 13, 8","2-PENTANONE, 4-METHYL, ETHYLBENZENE, FORMALDEHYDE, PARTICULATES, TOLUENE, TOTAL HAP, VOC, XYLENE, M, O & P MIXT.",,,,,,,,
Air State Facility,3550800002,SPRAGUE ENERGY CORP,MOUNT VERNON TERMINAL,40 CANAL ST,MOUNT VERNON,10550,SPRAGUE ENERGY CORP,,,,"U-0BLR1, U-RACK1, U-TNKS1",,"19, 21, 26, 29, 30","SULFUR DIOXIDE, VOC",,,,,,,,
Air State Facility,3550800133,RCA ASPHALT LLC,RCA ASPHALT,7 EDISON AVE,MT VERNON,10550,RCA ASPHALT LLC,,,I,"U-00HMP, U-00RAP",FABRIC FILTER,31,"CARBON MONOXIDE, OXIDES OF NITROGEN, PARTICULATES, SULFUR DIOXIDE",,,,,,,,
Air State Facility,3550800247,CANAL ASPHALT INC,CANAL ASPHALT INC,800 CANAL ST,MT VERNON,,"AUGUST NIGRO, RICHARD DAVIDSON",,,I,"1-CRUSH, 1-MIXER",DRY LOW NOx BURNER,"34, 6","OXIDES OF NITROGEN, PARTICULATES, SULFUR",,,,,,,,
Air State Facility,3550800325,METAL MAN RESTORATION LLC,METAL MAN RESTORATION,245 E THIRD ST,MT VERNON,10550,ANTHONY M GUGLIELMO,,"A, A, A, N",,"A-00001, A-00002, A-00003, A-00004, A-00005, A-00006",WETTING AGENT - CHEMICAL FUME,,"CHROMIUM, CHROMIUM (III), VOC",,,,,,,,
Air State Facility,3550801143,A & P COAT APRON & LINEN SUPPLY INC,UNITEX,401 S MACQUESTEN PKWY,MOUNT VERNON,10550,JAMES CURIALE,,,Dc,B-00001,,"36, 37",OXIDES OF NITROGEN,,,,,,,,
Air Title V Facility,3551200031,WESTCHESTER CO INDUSTRIAL DEVELOP AGENCY,WHEELABRATOR WESTCHESTER LP,1 CHARLES PT AVE,PEEKSKILL,10566,PATRICK FAHEY,,,"A, Cb, Cb, Cb","U-0000A, U-0000B, U-0000C, U-0000H, U-0000J, U-0000K","ACTIVATED CARBON INJECTION, DRY SPRAY ABSORPTION, FABRIC FILTER, SELECTIVE NON-CATALYTIC REDUCTION, WET SCRUBBER","195, 67","2,3,7,8-TETRACHLORODIBENZO-P-DIOXIN, CADMIUM, CARBON MONOXIDE, HYDROGEN CHLORIDE, LEAD, MERCURY, OXIDES OF NITROGEN, PARTICULATES, SULFUR DIOXIDE",,,,,,,,
Air Title V Facility,3551200041,BASF CORP,BASF CORP,1057 LOWER SOUTH ST,PEEKSKILL,10566,DENNIS J HU,,VVVVVV,,"E-U0003, E-U0006, E-U0007, E-U0008, E-U0009, E-U0010, E-U0011, E-U0012, E-U0013, E-U0014, E-U0015, E-U0016, E-U0017, E-U0019, E-U001A, E-U001B, E-U0021, E-U0022, E-U0023, E-U0024, E-U0025, E-U0027, E-U0028, E-U0030, E-U0033, E-U0034, E-U0035, E-U0037, E-U0039","FABRIC FILTER, SINGLE CYCLONE, WET SCRUBBER","12, 15, 20, 21, 26, 27, 32, 33, 35, 36, 38, 40, 41, 42, 45, 46, 52, 54, 55, 57, 59","40 CFR 63 - TOTAL METAL HAP, OXIDES OF NITROGEN, PARTICULATES",,,,,,,,
Air State Facility,3551700101,WHITE PLAINS HOSPITAL MEDICAL CENTER,WHITE PLAINS HOSPITAL MEDICAL CTR,DAVIS AVE & E POST RD,WHITE PLAINS,10601,"ROBERT W BIDDISCOMBE, WHITE PLAINS HOSPITAL MEDICAL CENTER",,JJJJJJ,IIII,"U-00001, U-EMGEN",,276,OXIDES OF NITROGEN,,,,,,,,
Air State Facility,3551700289,GATEWAY I GROUP INC,GATEWAY CENTER,1 NORTH LEXINGTON AVE,WHITE PLAINS,10601,PETER ZAZLOW,,ZZZZ,"IIII, JJJJ","U-00001, U-00002, U-00003, U-00004",,"10, 452","CARBON MONOXIDE, OXIDES OF NITROGEN, SULFUR DIOXIDE, VOC",,,,,,,,
Air State Facility,3551700363,WHITE PLAINS RURAL CEMETERY ASSOC,WHITE PLAINS RURAL CEMETERY ASSOC,167 N BROADWAY,WHITE PLAINS,10603,LORRAINE KENNERY,,,,C-00001,,17,PARTICULATES,,,,,,,,
Air Title V Facility,3551800214,AMERICAN SUGAR REFINING INC,AMERICAN SUGAR REFINING INC,1 FEDERAL ST,YONKERS,10705,LAEL PAULSON,,,"A, Db, GG","E-00001, E-00002","FABRIC FILTER, WET SCRUBBER","100, 102, 116, 12, 150, 29, 37, 40, 44, 48, 5, 58, 61, 64, 69, 73, 76, 78, 8","OXIDES OF NITROGEN, PARTICULATES, SULFUR DIOXIDE",,,,,,,,
Air Title V Facility,3551800222,ST JOHN'S RIVERSIDE HOSPITAL,SAINT JOHN'S RIVERSIDE HOSPITAL,967 NORTH BROADWAY,YONKERS,10701,"EDWARD BROWN, MICHAEL PALMIERO",,"JJJJJJ, ZZZZ",Dc,"U-00001, U-00002, U-00005, U-00006, U-00007",CHEMICAL REDUCTION,"148, 27",OXIDES OF NITROGEN,,,,,,,,
Air Title V Facility,3551800342,WESTCHESTER COUNTY DEF,YONKERS JOINT WWTP,1 FERNBROOK ST |LUDLOW DOCK SOUTH,YONKERS,10705,WESTCHESTER CO DEPT OF ENVIRONMENTAL FACILITIES,,,"IIII, JJJJ","1-CSOBL, 1-ENGIN, 1-FLARE, 1-SDBLR, 1-YJWTP, 2-ENGIN, 2-SDBLR, 3-ENGIN, 4-ENGIN","ACTIVATED CARBON ADSORPTION, CHEMICAL NEUTRALIZATION, WET SCRUBBER","12, 19, 29, 30, 33, 36, 37, 42, 55, 8",OXIDES OF NITROGEN,,,,,,,,
Air Title V Facility,3551800426,THE EXCELSIOR PACKAGING GROUP INC,EXCELSIOR PACKAGING GROUP INC,159 ALEXANDER ST,YONKERS,10701,DAVID ROOT,,KK,,U-00001,"CATALYTIC OXIDATION, THERMAL OXIDATION",30,VOC,,,,,,,,
Air State Facility,3551800474,ST JOSEPH MEDICAL CENTER,ST JOSEPH MEDICAL CENTER,127 SOUTH BROADWAY,YONKERS,10701,ST JOSEPH MEDICAL CENTER,,,,"U-00001, U-00002",,"31, 78",OXIDES OF NITROGEN,,,,,,,,
Air State Facility,3552000007,NYS DEPT OF CORRECTIONS AND COMMUNITY SUPERVISION,BEDFORD HILLS CORRECTIONAL FACILITY,247 HARRIS RD,BEDFORD HILLS,10507,ERIC GREPPO,,"JJJJJJ, ZZZZ","Dc, IIII","1-1MAIN, 1-GENER, 1-NGENG, 1-WATER",,"10, 13, 150, 23, 24","CARBON DIOXIDE EQUIVALENTS, OXIDES OF NITROGEN, SULFUR DIOXIDE",,,,,,,,
Air State Facility,3552000045,PECKHAM MATERIALS CORP,PECKHAM MATERIALS-BEDFORD,HARRIS RD,BEDFORD HILLS,10507,ROBERT YAREMKO,,,I,O-AS001,"FABRIC FILTER, GRAVITY COLLECTOR",41,"CARBON MONOXIDE, OXIDES OF NITROGEN, PARTICULATES, SULFUR DIOXIDE",,,,,,,,
Air State Facility,3552200011,ENTERGY NUCLEAR OPERATIONS INC,INDIAN POINT 2 LLC AND INDIAN POINT 3 LLC,450 BROADWAY,BUCHANAN,10511,DARA GRAY,,,,"A-00001, I-P0003, I-P0005",,"140, 167, 30, 42","OXIDES OF NITROGEN, PARTICULATES",,,,,,,,
Air State Facility,3552200062,U S DEPT OF VETERANS AFFAIRS,VA HUDSON VALLEY HEALTH CARE SYSTEM,2094 ALBANY POST RD & ST RTE 9A,MONTROSE,10548,JOE DILOSSI,,,Dc,"1-00001, 1-00003",,"10, 11, 15, 177, 22, 26, 5, 68, 9",OXIDES OF NITROGEN,,,,,,,,
Air State Facility,3552200071,PECKHAM MATERIALS CORP,PECKHAM MATERIALS CORP,2097 ALBANY POST RD (ST RTE 9A),MONTROSE,10548,PECKHAM MATERIALS CORP,,,I,0-U0016,,28,"OXIDES OF NITROGEN, SULFUR DIOXIDE, TOTAL HAP, VOC",,,,,,,,
Air State Facility,3552200074,METRO-NORTH COMMUTER RAILROAD COMPANY,METRO-NORTH RAILROAD HARMON YARD,1 CROTON POINT AVE,CROTON-ON-HUDSON,10520,METRO-NORTH COMMUTER RAILROAD COMPANY,,,"A, Dc","H-00001, H-00002","LOW NOx BURNER, VAPOR COLLECTION (STAGE 1), VAPOR COLLECTION (STAGE 2)","16, 25, 32, 38, 40, 60","GASOLINE, OXIDES OF NITROGEN, SULFUR DIOXIDE, VOC",,,,,,,,
Air Title V Facility,3552200087,CONTINENTAL BUCHANAN LLC,CONTINENTAL BUCHANAN LLC,350 BROADWAY,BUCHANAN,10511,SCOTT WALTON,,,"A, OOO, UUU","0-000F1, 0-000F2, 0-000F3, 0-000F4, 0-000F6, 0-000F7, 0-00E17, 0-00E30, 0-00E31, 0-00E32, 0-00E33, 0-00E38, 0-00E39, 000E17","FABRIC FILTER, VAPOR RECOVERY SYSTEM (VAPORADSORPTION/ABSORPTION UNIT)","100, 104, 105, 45, 78","OXIDES OF NITROGEN, PARTICULATES, TOTAL HAP, VOC",,,,,,,,
Air State Facility,3552200273,HUDSON VALLEY HOSPITAL CENTER,HUDSON VALLEY HOSPITAL CENTER,1980 CROMPOND RD,CORTLANDT MANOR,10567,HUDSON VALLEY HOSPITAL CENTER,,,,"U-00001, U-00002, U-00003",,"30, 64",OXIDES OF NITROGEN,,,,,,,,
